method,seed,map_id,workload,num_task_finished,throughput_per_timestep,mandatory_bootstrap_calls,post_bootstrap_publication_count,publication_budget,budget_violation_count,generator_seconds,simulator_seconds,elapsed_seconds
context_memory_B25,17,warehouse_small_narrow_kiva,stationary,3851,1.9255,1,9,25,0,0.008571905999999999,5.237668103,9.648208174854517
exact_even_B25,17,warehouse_small_narrow_kiva,stationary,3859,1.9295,1,25,25,0,0.052993118,5.271338041,10.079549375921488
