method,seed,map_id,workload,num_task_finished,throughput_per_timestep,mandatory_bootstrap_calls,post_bootstrap_publication_count,publication_budget,budget_violation_count,generator_seconds,simulator_seconds,elapsed_seconds
bootstrap_only,113743,warehouse_small_narrow_kiva,abrupt,4519,2.2595,1,0,0,0,0.002849045,70.38173861,136.41906656799256
context_memory_B25,113743,warehouse_small_narrow_kiva,abrupt,4686,2.343,1,4,25,0,0.019820001,67.93895137599998,138.38753731400357
context_no_reactivation_B25,113743,warehouse_small_narrow_kiva,abrupt,4714,2.357,1,4,25,0,0.090143447,72.73756711700003,139.1188135559787
exact_even_B25,113743,warehouse_small_narrow_kiva,abrupt,4744,2.372,1,25,25,0,0.5987646670000001,69.35117444700006,141.0056252820068
exact_even_G4,113743,warehouse_small_narrow_kiva,abrupt,4762,2.381,1,4,4,0,0.087863283,68.85150185799998,140.21670769900084
exact_even_G5,113743,warehouse_small_narrow_kiva,abrupt,4500,2.25,1,5,5,0,0.23643094200000003,69.34042976300003,140.6927880019939
js_cap_G5,113743,warehouse_small_narrow_kiva,abrupt,4224,2.112,1,5,5,0,0.024676847,68.10197991999999,133.80491893700673
random_G5,113743,warehouse_small_narrow_kiva,abrupt,4648,2.324,1,5,5,0,0.08839770500000002,69.282963175,139.50458161300048
bootstrap_only,113743,warehouse_small_narrow_kiva,recurrent,4194,2.097,1,0,0,0,0.050027645,23.505533071,48.404169385990826
context_memory_B25,113743,warehouse_small_narrow_kiva,recurrent,4605,2.3025,1,5,25,0,0.102121639,24.510838281000005,50.09868624099181
context_no_reactivation_B25,113743,warehouse_small_narrow_kiva,recurrent,4606,2.303,1,5,25,0,0.0218219,23.660522291,50.47493236500304
exact_even_B25,113743,warehouse_small_narrow_kiva,recurrent,4705,2.3525,1,25,25,0,0.25547764900000003,25.102425069000006,49.825596597016556
exact_even_G4,113743,warehouse_small_narrow_kiva,recurrent,4681,2.3405,1,4,4,0,0.014169066000000001,24.209260914,50.494846104993485
exact_even_G5,113743,warehouse_small_narrow_kiva,recurrent,4702,2.351,1,5,5,0,0.022123647,23.641877479999998,50.76276292899274
