scenario,map_id,map_sha256,agents,root_seed,workload,method,num_task_finished,throughput_per_timestep,generator_calls,post_bootstrap_generation_count,post_bootstrap_reactivation_count,post_bootstrap_publication_count,effective_guidance_switch_count,safety_passed,invariants_passed,task_tape_manifest_sha256,release_projection_fingerprint,reset_causal_fingerprint,pairing_fingerprint
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,stationary,bootstrap_only,3962,1.981,1,0,0,0,0,true,true,b725ffa23e0241b298677282e97c441df515f29fee943f5cdfd3f407732a37d1,4b41c230bcb0bced8f2477d025989284a690679123d6b638bd44e55be1b7a108,d0bc58bc3d58405817fb3eda983c28232a5fc0722aafa3777de0880d3e4a0448,be324f927408e857fe39c2ec090a898bdc571326de959e9acc7292163fe274e3
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,stationary,exact_even_G4,3933,1.9665,5,4,0,4,4,true,true,b725ffa23e0241b298677282e97c441df515f29fee943f5cdfd3f407732a37d1,4b41c230bcb0bced8f2477d025989284a690679123d6b638bd44e55be1b7a108,d0bc58bc3d58405817fb3eda983c28232a5fc0722aafa3777de0880d3e4a0448,be324f927408e857fe39c2ec090a898bdc571326de959e9acc7292163fe274e3
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,stationary,exact_even_G5,3938,1.969,6,5,0,5,5,true,true,b725ffa23e0241b298677282e97c441df515f29fee943f5cdfd3f407732a37d1,4b41c230bcb0bced8f2477d025989284a690679123d6b638bd44e55be1b7a108,d0bc58bc3d58405817fb3eda983c28232a5fc0722aafa3777de0880d3e4a0448,be324f927408e857fe39c2ec090a898bdc571326de959e9acc7292163fe274e3
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,stationary,random_G5,3911,1.9555,6,5,0,5,5,true,true,b725ffa23e0241b298677282e97c441df515f29fee943f5cdfd3f407732a37d1,4b41c230bcb0bced8f2477d025989284a690679123d6b638bd44e55be1b7a108,d0bc58bc3d58405817fb3eda983c28232a5fc0722aafa3777de0880d3e4a0448,be324f927408e857fe39c2ec090a898bdc571326de959e9acc7292163fe274e3
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,stationary,js_cap_G5,3739,1.8695,6,5,0,5,5,true,true,b725ffa23e0241b298677282e97c441df515f29fee943f5cdfd3f407732a37d1,4b41c230bcb0bced8f2477d025989284a690679123d6b638bd44e55be1b7a108,d0bc58bc3d58405817fb3eda983c28232a5fc0722aafa3777de0880d3e4a0448,be324f927408e857fe39c2ec090a898bdc571326de959e9acc7292163fe274e3
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,stationary,context_no_reactivation_B25,3964,1.982,10,9,0,9,9,true,true,b725ffa23e0241b298677282e97c441df515f29fee943f5cdfd3f407732a37d1,4b41c230bcb0bced8f2477d025989284a690679123d6b638bd44e55be1b7a108,d0bc58bc3d58405817fb3eda983c28232a5fc0722aafa3777de0880d3e4a0448,be324f927408e857fe39c2ec090a898bdc571326de959e9acc7292163fe274e3
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,stationary,context_memory_B25,3906,1.953,4,3,7,10,10,true,true,b725ffa23e0241b298677282e97c441df515f29fee943f5cdfd3f407732a37d1,4b41c230bcb0bced8f2477d025989284a690679123d6b638bd44e55be1b7a108,d0bc58bc3d58405817fb3eda983c28232a5fc0722aafa3777de0880d3e4a0448,be324f927408e857fe39c2ec090a898bdc571326de959e9acc7292163fe274e3
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,stationary,exact_even_B25,3871,1.9355,26,25,0,25,25,true,true,b725ffa23e0241b298677282e97c441df515f29fee943f5cdfd3f407732a37d1,4b41c230bcb0bced8f2477d025989284a690679123d6b638bd44e55be1b7a108,d0bc58bc3d58405817fb3eda983c28232a5fc0722aafa3777de0880d3e4a0448,be324f927408e857fe39c2ec090a898bdc571326de959e9acc7292163fe274e3
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,abrupt,bootstrap_only,3809,1.9045,1,0,0,0,0,true,true,93da8454af1457083d3c3c457816ef95c4a62ff457e760bdbf0a8bc12da8b013,98e53a4da0bc714cce18fd37fc48c83962bbf689050c80350e21d1780dafc028,0937b8fee18be6c484f820fa97938d13b853de3c3e7d8f00dad147b0c19daa6e,3a70a1cc7dcdadfd398856301898eb2f9a5ae0ab93893d10adba8080db73dec8
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,abrupt,exact_even_G4,3622,1.811,5,4,0,4,4,true,true,93da8454af1457083d3c3c457816ef95c4a62ff457e760bdbf0a8bc12da8b013,98e53a4da0bc714cce18fd37fc48c83962bbf689050c80350e21d1780dafc028,0937b8fee18be6c484f820fa97938d13b853de3c3e7d8f00dad147b0c19daa6e,3a70a1cc7dcdadfd398856301898eb2f9a5ae0ab93893d10adba8080db73dec8
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,abrupt,exact_even_G5,3839,1.9195,6,5,0,5,5,true,true,93da8454af1457083d3c3c457816ef95c4a62ff457e760bdbf0a8bc12da8b013,98e53a4da0bc714cce18fd37fc48c83962bbf689050c80350e21d1780dafc028,0937b8fee18be6c484f820fa97938d13b853de3c3e7d8f00dad147b0c19daa6e,3a70a1cc7dcdadfd398856301898eb2f9a5ae0ab93893d10adba8080db73dec8
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,abrupt,random_G5,3766,1.883,6,5,0,5,5,true,true,93da8454af1457083d3c3c457816ef95c4a62ff457e760bdbf0a8bc12da8b013,98e53a4da0bc714cce18fd37fc48c83962bbf689050c80350e21d1780dafc028,0937b8fee18be6c484f820fa97938d13b853de3c3e7d8f00dad147b0c19daa6e,3a70a1cc7dcdadfd398856301898eb2f9a5ae0ab93893d10adba8080db73dec8
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,abrupt,js_cap_G5,3754,1.877,6,5,0,5,5,true,true,93da8454af1457083d3c3c457816ef95c4a62ff457e760bdbf0a8bc12da8b013,98e53a4da0bc714cce18fd37fc48c83962bbf689050c80350e21d1780dafc028,0937b8fee18be6c484f820fa97938d13b853de3c3e7d8f00dad147b0c19daa6e,3a70a1cc7dcdadfd398856301898eb2f9a5ae0ab93893d10adba8080db73dec8
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,abrupt,context_no_reactivation_B25,3841,1.9205,11,10,0,10,10,true,true,93da8454af1457083d3c3c457816ef95c4a62ff457e760bdbf0a8bc12da8b013,98e53a4da0bc714cce18fd37fc48c83962bbf689050c80350e21d1780dafc028,0937b8fee18be6c484f820fa97938d13b853de3c3e7d8f00dad147b0c19daa6e,3a70a1cc7dcdadfd398856301898eb2f9a5ae0ab93893d10adba8080db73dec8
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,abrupt,context_memory_B25,3911,1.9555,9,8,3,11,11,true,true,93da8454af1457083d3c3c457816ef95c4a62ff457e760bdbf0a8bc12da8b013,98e53a4da0bc714cce18fd37fc48c83962bbf689050c80350e21d1780dafc028,0937b8fee18be6c484f820fa97938d13b853de3c3e7d8f00dad147b0c19daa6e,3a70a1cc7dcdadfd398856301898eb2f9a5ae0ab93893d10adba8080db73dec8
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,abrupt,exact_even_B25,3873,1.9365,26,25,0,25,25,true,true,93da8454af1457083d3c3c457816ef95c4a62ff457e760bdbf0a8bc12da8b013,98e53a4da0bc714cce18fd37fc48c83962bbf689050c80350e21d1780dafc028,0937b8fee18be6c484f820fa97938d13b853de3c3e7d8f00dad147b0c19daa6e,3a70a1cc7dcdadfd398856301898eb2f9a5ae0ab93893d10adba8080db73dec8
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,recurrent,bootstrap_only,3724,1.862,1,0,0,0,0,true,true,cac8e6b3b7674e47cb6d96c4521897387eaca90a1c1b28c2cebab17570a41679,fdda5ee0aa0c71669215f02b8810e7e4f89ccb36297571261cdeef2ddae6d879,e89a792fd99fe181fe9f70bcb6db6de28623d6b3494e684b15d77b54270a8a21,60fe1813af7c9b1f682dbf3a3e34e9b03d9e8d97ceedee3a77d87c12eaa644c4
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,recurrent,exact_even_G4,3581,1.7905,5,4,0,4,4,true,true,cac8e6b3b7674e47cb6d96c4521897387eaca90a1c1b28c2cebab17570a41679,fdda5ee0aa0c71669215f02b8810e7e4f89ccb36297571261cdeef2ddae6d879,e89a792fd99fe181fe9f70bcb6db6de28623d6b3494e684b15d77b54270a8a21,60fe1813af7c9b1f682dbf3a3e34e9b03d9e8d97ceedee3a77d87c12eaa644c4
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,recurrent,exact_even_G5,3798,1.899,6,5,0,5,5,true,true,cac8e6b3b7674e47cb6d96c4521897387eaca90a1c1b28c2cebab17570a41679,fdda5ee0aa0c71669215f02b8810e7e4f89ccb36297571261cdeef2ddae6d879,e89a792fd99fe181fe9f70bcb6db6de28623d6b3494e684b15d77b54270a8a21,60fe1813af7c9b1f682dbf3a3e34e9b03d9e8d97ceedee3a77d87c12eaa644c4
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,recurrent,random_G5,3641,1.8205,6,5,0,5,5,true,true,cac8e6b3b7674e47cb6d96c4521897387eaca90a1c1b28c2cebab17570a41679,fdda5ee0aa0c71669215f02b8810e7e4f89ccb36297571261cdeef2ddae6d879,e89a792fd99fe181fe9f70bcb6db6de28623d6b3494e684b15d77b54270a8a21,60fe1813af7c9b1f682dbf3a3e34e9b03d9e8d97ceedee3a77d87c12eaa644c4
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,recurrent,js_cap_G5,3827,1.9135,6,5,0,5,5,true,true,cac8e6b3b7674e47cb6d96c4521897387eaca90a1c1b28c2cebab17570a41679,fdda5ee0aa0c71669215f02b8810e7e4f89ccb36297571261cdeef2ddae6d879,e89a792fd99fe181fe9f70bcb6db6de28623d6b3494e684b15d77b54270a8a21,60fe1813af7c9b1f682dbf3a3e34e9b03d9e8d97ceedee3a77d87c12eaa644c4
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,recurrent,context_no_reactivation_B25,3739,1.8695,8,7,0,7,7,true,true,cac8e6b3b7674e47cb6d96c4521897387eaca90a1c1b28c2cebab17570a41679,fdda5ee0aa0c71669215f02b8810e7e4f89ccb36297571261cdeef2ddae6d879,e89a792fd99fe181fe9f70bcb6db6de28623d6b3494e684b15d77b54270a8a21,60fe1813af7c9b1f682dbf3a3e34e9b03d9e8d97ceedee3a77d87c12eaa644c4
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,recurrent,context_memory_B25,3848,1.924,7,6,1,7,7,true,true,cac8e6b3b7674e47cb6d96c4521897387eaca90a1c1b28c2cebab17570a41679,fdda5ee0aa0c71669215f02b8810e7e4f89ccb36297571261cdeef2ddae6d879,e89a792fd99fe181fe9f70bcb6db6de28623d6b3494e684b15d77b54270a8a21,60fe1813af7c9b1f682dbf3a3e34e9b03d9e8d97ceedee3a77d87c12eaa644c4
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,880565,recurrent,exact_even_B25,3911,1.9555,26,25,0,25,25,true,true,cac8e6b3b7674e47cb6d96c4521897387eaca90a1c1b28c2cebab17570a41679,fdda5ee0aa0c71669215f02b8810e7e4f89ccb36297571261cdeef2ddae6d879,e89a792fd99fe181fe9f70bcb6db6de28623d6b3494e684b15d77b54270a8a21,60fe1813af7c9b1f682dbf3a3e34e9b03d9e8d97ceedee3a77d87c12eaa644c4
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,stationary,bootstrap_only,3938,1.969,1,0,0,0,0,true,true,2dca09b774b6779bb401efb8c87b64bc58504736c01e7e1455cb4682b69ddb0b,c0b7b4a5ac92f2fdeeb405cefede5f0824bdf798d8862abc25c7b2956a191c41,30e9fdee53e5727123903546b16d8fdbced9bd4572a1594d084b825865395839,8117167adbdf141f1d2529bbc66b76631895054cf278ac0353dd6007dd44bc2f
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,stationary,exact_even_G4,3966,1.983,5,4,0,4,4,true,true,2dca09b774b6779bb401efb8c87b64bc58504736c01e7e1455cb4682b69ddb0b,c0b7b4a5ac92f2fdeeb405cefede5f0824bdf798d8862abc25c7b2956a191c41,30e9fdee53e5727123903546b16d8fdbced9bd4572a1594d084b825865395839,8117167adbdf141f1d2529bbc66b76631895054cf278ac0353dd6007dd44bc2f
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,stationary,exact_even_G5,3939,1.9695,6,5,0,5,5,true,true,2dca09b774b6779bb401efb8c87b64bc58504736c01e7e1455cb4682b69ddb0b,c0b7b4a5ac92f2fdeeb405cefede5f0824bdf798d8862abc25c7b2956a191c41,30e9fdee53e5727123903546b16d8fdbced9bd4572a1594d084b825865395839,8117167adbdf141f1d2529bbc66b76631895054cf278ac0353dd6007dd44bc2f
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,stationary,random_G5,3950,1.975,6,5,0,5,5,true,true,2dca09b774b6779bb401efb8c87b64bc58504736c01e7e1455cb4682b69ddb0b,c0b7b4a5ac92f2fdeeb405cefede5f0824bdf798d8862abc25c7b2956a191c41,30e9fdee53e5727123903546b16d8fdbced9bd4572a1594d084b825865395839,8117167adbdf141f1d2529bbc66b76631895054cf278ac0353dd6007dd44bc2f
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,stationary,js_cap_G5,3948,1.974,6,5,0,5,5,true,true,2dca09b774b6779bb401efb8c87b64bc58504736c01e7e1455cb4682b69ddb0b,c0b7b4a5ac92f2fdeeb405cefede5f0824bdf798d8862abc25c7b2956a191c41,30e9fdee53e5727123903546b16d8fdbced9bd4572a1594d084b825865395839,8117167adbdf141f1d2529bbc66b76631895054cf278ac0353dd6007dd44bc2f
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,stationary,context_no_reactivation_B25,3939,1.9695,9,8,0,8,8,true,true,2dca09b774b6779bb401efb8c87b64bc58504736c01e7e1455cb4682b69ddb0b,c0b7b4a5ac92f2fdeeb405cefede5f0824bdf798d8862abc25c7b2956a191c41,30e9fdee53e5727123903546b16d8fdbced9bd4572a1594d084b825865395839,8117167adbdf141f1d2529bbc66b76631895054cf278ac0353dd6007dd44bc2f
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,stationary,context_memory_B25,3934,1.967,5,4,3,7,7,true,true,2dca09b774b6779bb401efb8c87b64bc58504736c01e7e1455cb4682b69ddb0b,c0b7b4a5ac92f2fdeeb405cefede5f0824bdf798d8862abc25c7b2956a191c41,30e9fdee53e5727123903546b16d8fdbced9bd4572a1594d084b825865395839,8117167adbdf141f1d2529bbc66b76631895054cf278ac0353dd6007dd44bc2f
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,stationary,exact_even_B25,3939,1.9695,26,25,0,25,25,true,true,2dca09b774b6779bb401efb8c87b64bc58504736c01e7e1455cb4682b69ddb0b,c0b7b4a5ac92f2fdeeb405cefede5f0824bdf798d8862abc25c7b2956a191c41,30e9fdee53e5727123903546b16d8fdbced9bd4572a1594d084b825865395839,8117167adbdf141f1d2529bbc66b76631895054cf278ac0353dd6007dd44bc2f
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,abrupt,bootstrap_only,3588,1.794,1,0,0,0,0,true,true,101fd6a01ef95f6863f3f531949216d8f87adab2b51eb3195a02ff2c49633598,92897c8bc5ebfcafaf62e3beb2a8f6366fdccb9ade2ee9d4351c2bf425f9a7de,e335f6c79acf6492dc679dc09151a2add7d768d8a0fcff5c316c90313dc7b1af,e892a430136e130ec47a7b366b693c5ea4a6ce5ea910f3427fdb76395705aee1
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,abrupt,exact_even_G4,3613,1.8065,5,4,0,4,4,true,true,101fd6a01ef95f6863f3f531949216d8f87adab2b51eb3195a02ff2c49633598,92897c8bc5ebfcafaf62e3beb2a8f6366fdccb9ade2ee9d4351c2bf425f9a7de,e335f6c79acf6492dc679dc09151a2add7d768d8a0fcff5c316c90313dc7b1af,e892a430136e130ec47a7b366b693c5ea4a6ce5ea910f3427fdb76395705aee1
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,abrupt,exact_even_G5,3926,1.963,6,5,0,5,5,true,true,101fd6a01ef95f6863f3f531949216d8f87adab2b51eb3195a02ff2c49633598,92897c8bc5ebfcafaf62e3beb2a8f6366fdccb9ade2ee9d4351c2bf425f9a7de,e335f6c79acf6492dc679dc09151a2add7d768d8a0fcff5c316c90313dc7b1af,e892a430136e130ec47a7b366b693c5ea4a6ce5ea910f3427fdb76395705aee1
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,abrupt,random_G5,3736,1.868,6,5,0,5,5,true,true,101fd6a01ef95f6863f3f531949216d8f87adab2b51eb3195a02ff2c49633598,92897c8bc5ebfcafaf62e3beb2a8f6366fdccb9ade2ee9d4351c2bf425f9a7de,e335f6c79acf6492dc679dc09151a2add7d768d8a0fcff5c316c90313dc7b1af,e892a430136e130ec47a7b366b693c5ea4a6ce5ea910f3427fdb76395705aee1
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,abrupt,js_cap_G5,3750,1.875,6,5,0,5,5,true,true,101fd6a01ef95f6863f3f531949216d8f87adab2b51eb3195a02ff2c49633598,92897c8bc5ebfcafaf62e3beb2a8f6366fdccb9ade2ee9d4351c2bf425f9a7de,e335f6c79acf6492dc679dc09151a2add7d768d8a0fcff5c316c90313dc7b1af,e892a430136e130ec47a7b366b693c5ea4a6ce5ea910f3427fdb76395705aee1
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,abrupt,context_no_reactivation_B25,3885,1.9425,12,11,0,11,11,true,true,101fd6a01ef95f6863f3f531949216d8f87adab2b51eb3195a02ff2c49633598,92897c8bc5ebfcafaf62e3beb2a8f6366fdccb9ade2ee9d4351c2bf425f9a7de,e335f6c79acf6492dc679dc09151a2add7d768d8a0fcff5c316c90313dc7b1af,e892a430136e130ec47a7b366b693c5ea4a6ce5ea910f3427fdb76395705aee1
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,abrupt,context_memory_B25,3823,1.9115,9,8,3,11,11,true,true,101fd6a01ef95f6863f3f531949216d8f87adab2b51eb3195a02ff2c49633598,92897c8bc5ebfcafaf62e3beb2a8f6366fdccb9ade2ee9d4351c2bf425f9a7de,e335f6c79acf6492dc679dc09151a2add7d768d8a0fcff5c316c90313dc7b1af,e892a430136e130ec47a7b366b693c5ea4a6ce5ea910f3427fdb76395705aee1
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,abrupt,exact_even_B25,3900,1.95,26,25,0,25,25,true,true,101fd6a01ef95f6863f3f531949216d8f87adab2b51eb3195a02ff2c49633598,92897c8bc5ebfcafaf62e3beb2a8f6366fdccb9ade2ee9d4351c2bf425f9a7de,e335f6c79acf6492dc679dc09151a2add7d768d8a0fcff5c316c90313dc7b1af,e892a430136e130ec47a7b366b693c5ea4a6ce5ea910f3427fdb76395705aee1
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,recurrent,bootstrap_only,3778,1.889,1,0,0,0,0,true,true,bcfd2f73685c57cd895aa0b46866600bdd62b41d55d6b3f636702906e30e306b,1c135aee066e25afbf5056f233a40aac946dee24e4a5d4982816a9812d717736,0ff8bf5ac06fc6d7041d4be6354b3486d1e25cc48a803a19fe09f3e621a9ac36,f650d967c37e749e1fae0a639773b6ca81936aa1bb45493bc829211f3a7b1eee
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,recurrent,exact_even_G4,3770,1.885,5,4,0,4,4,true,true,bcfd2f73685c57cd895aa0b46866600bdd62b41d55d6b3f636702906e30e306b,1c135aee066e25afbf5056f233a40aac946dee24e4a5d4982816a9812d717736,0ff8bf5ac06fc6d7041d4be6354b3486d1e25cc48a803a19fe09f3e621a9ac36,f650d967c37e749e1fae0a639773b6ca81936aa1bb45493bc829211f3a7b1eee
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,recurrent,exact_even_G5,3916,1.958,6,5,0,5,5,true,true,bcfd2f73685c57cd895aa0b46866600bdd62b41d55d6b3f636702906e30e306b,1c135aee066e25afbf5056f233a40aac946dee24e4a5d4982816a9812d717736,0ff8bf5ac06fc6d7041d4be6354b3486d1e25cc48a803a19fe09f3e621a9ac36,f650d967c37e749e1fae0a639773b6ca81936aa1bb45493bc829211f3a7b1eee
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,recurrent,random_G5,3859,1.9295,6,5,0,5,5,true,true,bcfd2f73685c57cd895aa0b46866600bdd62b41d55d6b3f636702906e30e306b,1c135aee066e25afbf5056f233a40aac946dee24e4a5d4982816a9812d717736,0ff8bf5ac06fc6d7041d4be6354b3486d1e25cc48a803a19fe09f3e621a9ac36,f650d967c37e749e1fae0a639773b6ca81936aa1bb45493bc829211f3a7b1eee
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,recurrent,js_cap_G5,3834,1.917,6,5,0,5,5,true,true,bcfd2f73685c57cd895aa0b46866600bdd62b41d55d6b3f636702906e30e306b,1c135aee066e25afbf5056f233a40aac946dee24e4a5d4982816a9812d717736,0ff8bf5ac06fc6d7041d4be6354b3486d1e25cc48a803a19fe09f3e621a9ac36,f650d967c37e749e1fae0a639773b6ca81936aa1bb45493bc829211f3a7b1eee
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,recurrent,context_no_reactivation_B25,3907,1.9535,11,10,0,10,10,true,true,bcfd2f73685c57cd895aa0b46866600bdd62b41d55d6b3f636702906e30e306b,1c135aee066e25afbf5056f233a40aac946dee24e4a5d4982816a9812d717736,0ff8bf5ac06fc6d7041d4be6354b3486d1e25cc48a803a19fe09f3e621a9ac36,f650d967c37e749e1fae0a639773b6ca81936aa1bb45493bc829211f3a7b1eee
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,recurrent,context_memory_B25,3866,1.933,8,7,3,10,10,true,true,bcfd2f73685c57cd895aa0b46866600bdd62b41d55d6b3f636702906e30e306b,1c135aee066e25afbf5056f233a40aac946dee24e4a5d4982816a9812d717736,0ff8bf5ac06fc6d7041d4be6354b3486d1e25cc48a803a19fe09f3e621a9ac36,f650d967c37e749e1fae0a639773b6ca81936aa1bb45493bc829211f3a7b1eee
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,534821,recurrent,exact_even_B25,3867,1.9335,26,25,0,25,25,true,true,bcfd2f73685c57cd895aa0b46866600bdd62b41d55d6b3f636702906e30e306b,1c135aee066e25afbf5056f233a40aac946dee24e4a5d4982816a9812d717736,0ff8bf5ac06fc6d7041d4be6354b3486d1e25cc48a803a19fe09f3e621a9ac36,f650d967c37e749e1fae0a639773b6ca81936aa1bb45493bc829211f3a7b1eee
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,257578,stationary,bootstrap_only,3519,1.7595,1,0,0,0,0,true,true,209e761c9febb0d89c14b8686a50077181bd6868d587ace90eb385dd506fd989,cbbef2ec325b7667f516a3bf4db0aa594978aa2a6b8ad929a92087609dd385fc,b69bc71f939da03828b1670fc90477531d9eeff7b4ad82f42882279aca97c83d,e06634c9bab9302d56ae88a5048ec974832ce69a88056ca173ce6d6e304b7fd5
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,257578,stationary,exact_even_G4,3814,1.907,5,4,0,4,4,true,true,209e761c9febb0d89c14b8686a50077181bd6868d587ace90eb385dd506fd989,cbbef2ec325b7667f516a3bf4db0aa594978aa2a6b8ad929a92087609dd385fc,b69bc71f939da03828b1670fc90477531d9eeff7b4ad82f42882279aca97c83d,e06634c9bab9302d56ae88a5048ec974832ce69a88056ca173ce6d6e304b7fd5
narrow_r020,warehouse_small_narrow_kiva,866e664553959fb44af359276885e2e72192eaf36fd0f4abde3726474703cbb6,218,257578,stationary,exact_even_G5,3685,1.8425,6,5,0,5,5,true,true,209e761c9febb0d89c14b8686a50077181bd6868d587ace90eb385dd506fd989,cbbef2ec325b7667f516a3bf4db0aa594978aa2a6b8ad929a92087609dd385fc,b69bc71f939da03828b1670fc90477531d9eeff7b4ad82f42882279aca97c83d,e06634c9bab9302d56ae88a5048ec974832ce69a88056ca173ce6d6e304b7fd5
