method,seed,map_id,workload,num_task_finished,throughput_per_timestep,mandatory_bootstrap_calls,post_bootstrap_publication_count,publication_budget,budget_violation_count,generator_seconds,simulator_seconds,elapsed_seconds
bootstrap_only,17,warehouse_small_kiva,abrupt,4622,2.311,1,0,0,0,0.002205886,6.553128504999998,8.880471631884575
context_dualcap_G4S5,17,warehouse_small_kiva,abrupt,4646,2.323,1,5,5,0,0.393601424,6.238701113999998,10.451650641858578
context_memory_B25,17,warehouse_small_kiva,abrupt,4655,2.3275,1,9,25,0,0.088389847,6.037233516999999,8.630559910088778
exact_even_B25,17,warehouse_small_kiva,abrupt,4653,2.3265,1,25,25,0,0.715628274,6.664252313000001,10.30672100931406
bootstrap_only,17,warehouse_small_kiva,recurrent,4441,2.2205,1,0,0,0,0.001991009,6.365929353,8.354658365249634
context_dualcap_G4S5,17,warehouse_small_kiva,recurrent,4456,2.228,1,5,5,0,1.679274741,10.733775567999999,17.12563566863537
context_memory_B25,17,warehouse_small_kiva,recurrent,4562,2.281,1,8,25,0,0.83719696,7.185423384000003,10.805825773626566
exact_even_B25,17,warehouse_small_kiva,recurrent,4631,2.3155,1,25,25,0,0.6524810820000001,5.9660571519999985,9.375238075852394
bootstrap_only,17,warehouse_small_kiva,stationary,4369,2.1845,1,0,0,0,0.013844019,8.119194467000002,10.844431608915329
context_dualcap_G4S5,17,warehouse_small_kiva,stationary,4483,2.2415,1,5,5,0,0.21167598999999998,7.426293918000002,10.278933558613062
context_memory_B25,17,warehouse_small_kiva,stationary,4521,2.2605,1,7,25,0,1.0050534,7.386710676,11.09835995733738
exact_even_B25,17,warehouse_small_kiva,stationary,4540,2.27,1,25,25,0,2.5960650020000005,9.057813339,15.263497099280357
bootstrap_only,18,warehouse_small_kiva,abrupt,4625,2.3125,1,0,0,0,0.040561483,6.673029288999998,9.008022524416447
context_dualcap_G4S5,18,warehouse_small_kiva,abrupt,4612,2.306,1,5,5,0,0.5155336220000001,8.721509097000002,12.097883891314268
context_memory_B25,18,warehouse_small_kiva,abrupt,4613,2.3065,1,9,25,0,0.238993219,6.363395017000003,9.046028070151806
exact_even_B25,18,warehouse_small_kiva,abrupt,4624,2.312,1,25,25,0,1.089215432,7.002309865999999,12.040691167116165
bootstrap_only,18,warehouse_small_kiva,recurrent,4460,2.23,1,0,0,0,0.149241931,8.624431050000002,11.168190602213144
context_dualcap_G4S5,18,warehouse_small_kiva,recurrent,4618,2.309,1,5,5,0,1.55860439,9.208702176,13.803134705871344
context_memory_B25,18,warehouse_small_kiva,recurrent,4618,2.309,1,7,25,0,1.9485317530000001,6.518539905,11.20722035691142
exact_even_B25,18,warehouse_small_kiva,recurrent,4616,2.308,1,25,25,0,5.946300429000001,10.185158570000004,23.17384649440646
bootstrap_only,18,warehouse_small_kiva,stationary,3879,1.9395,1,0,0,0,0.038997734,6.076091991999999,8.151563923805952
context_dualcap_G4S5,18,warehouse_small_kiva,stationary,4265,2.1325,1,4,5,0,0.33081972,6.543522572000001,9.160492941737175
context_memory_B25,18,warehouse_small_kiva,stationary,4265,2.1325,1,4,25,0,0.496906516,6.646172569999999,9.451728478074074
exact_even_B25,18,warehouse_small_kiva,stationary,4151,2.0755,1,25,25,0,0.9961266690000001,6.197591872999998,10.706223394721746
bootstrap_only,19,warehouse_small_kiva,abrupt,4532,2.266,1,0,0,0,0.017300343,9.451330184000001,12.242417458444834
context_dualcap_G4S5,19,warehouse_small_kiva,abrupt,4594,2.297,1,5,5,0,1.021984812,8.403304676000001,12.567769277840853
context_memory_B25,19,warehouse_small_kiva,abrupt,4622,2.311,1,7,25,0,0.360868585,7.805675399,11.040243614464998
exact_even_B25,19,warehouse_small_kiva,abrupt,4638,2.319,1,25,25,0,4.598062239,9.897460805999998,19.361821595579386
bootstrap_only,19,warehouse_small_kiva,recurrent,4461,2.2305,1,0,0,0,1.344690101,13.47587904,17.869508653879166
context_dualcap_G4S5,19,warehouse_small_kiva,recurrent,4609,2.3045,1,5,5,0,0.58538602,8.163860796,12.876739282160997
context_memory_B25,19,warehouse_small_kiva,recurrent,4628,2.314,1,9,25,0,0.6396333,10.306653437999994,13.863042492419481
exact_even_B25,19,warehouse_small_kiva,recurrent,4638,2.319,1,25,25,0,6.440284879,9.419043357999998,19.30509977042675
bootstrap_only,19,warehouse_small_kiva,stationary,4612,2.306,1,0,0,0,0.713809499,12.645192801,16.54252092167735
context_dualcap_G4S5,19,warehouse_small_kiva,stationary,4622,2.311,1,5,5,0,0.249595185,8.453774978999999,11.400632690638304
context_memory_B25,19,warehouse_small_kiva,stationary,4632,2.316,1,6,25,0,0.226395761,9.216462456000004,12.112707618623972
exact_even_B25,19,warehouse_small_kiva,stationary,4616,2.308,1,25,25,0,3.1600819319999998,7.764450068000001,14.061001226305962
bootstrap_only,20,warehouse_small_kiva,abrupt,4640,2.32,1,0,0,0,0.055345677,9.409502595000003,12.12708381563425
context_dualcap_G4S5,20,warehouse_small_kiva,abrupt,4536,2.268,1,5,5,0,1.2704193129999999,6.927376365000001,11.328671019524336
context_memory_B25,20,warehouse_small_kiva,abrupt,4638,2.319,1,11,25,0,1.837160743,7.954946132999998,12.73419875279069
exact_even_B25,20,warehouse_small_kiva,abrupt,4630,2.315,1,25,25,0,7.175628803999998,8.745673440000004,23.205277401953936
bootstrap_only,20,warehouse_small_kiva,recurrent,4654,2.327,1,0,0,0,0.011470622,7.907611679000001,11.275648199021816
context_dualcap_G4S5,20,warehouse_small_kiva,recurrent,4639,2.3195,1,5,5,0,0.50122903,7.319224152,10.737655371427536
context_memory_B25,20,warehouse_small_kiva,recurrent,4612,2.306,1,8,25,0,1.2124066029999998,8.842586547000003,13.09711991250515
exact_even_B25,20,warehouse_small_kiva,recurrent,4647,2.3235,1,25,25,0,1.3194876910000002,7.273159591,11.686701279133558
bootstrap_only,20,warehouse_small_kiva,stationary,4595,2.2975,1,0,0,0,0.008342958,8.189075372000003,10.713579300791025
context_dualcap_G4S5,20,warehouse_small_kiva,stationary,4505,2.2525,1,5,5,0,0.6135743840000001,10.497267923000003,13.95061607286334
context_memory_B25,20,warehouse_small_kiva,stationary,4501,2.2505,1,7,25,0,0.242435775,7.620365714999998,11.216258525848389
exact_even_B25,20,warehouse_small_kiva,stationary,4442,2.221,1,25,25,0,1.8890670120000002,6.467768438,12.276502799242735
bootstrap_only,21,warehouse_small_kiva,abrupt,4636,2.318,1,0,0,0,0.009146082,6.5151240749999975,8.612148880958557
context_dualcap_G4S5,21,warehouse_small_kiva,abrupt,4624,2.312,1,5,5,0,0.936075605,7.389111000000002,10.916770815849304
context_memory_B25,21,warehouse_small_kiva,abrupt,4627,2.3135,1,7,25,0,0.122018298,6.862931358999998,9.424420066177845
exact_even_B25,21,warehouse_small_kiva,abrupt,4623,2.3115,1,25,25,0,7.208708435,9.971331217000003,22.631102699786425
bootstrap_only,21,warehouse_small_kiva,recurrent,4623,2.3115,1,0,0,0,0.010729283,9.835016126999998,12.095672134310007
context_dualcap_G4S5,21,warehouse_small_kiva,recurrent,4611,2.3055,1,5,5,0,1.5849625470000002,12.025296832000002,18.2861938662827
context_memory_B25,21,warehouse_small_kiva,recurrent,4619,2.3095,1,7,25,0,2.456599573,10.727586024999999,17.20308142527938
exact_even_B25,21,warehouse_small_kiva,recurrent,4632,2.316,1,25,25,0,2.320424749,7.632683973999999,13.164783835411072
bootstrap_only,21,warehouse_small_kiva,stationary,4619,2.3095,1,0,0,0,0.890867054,7.756176560999996,11.203903168439865
context_dualcap_G4S5,21,warehouse_small_kiva,stationary,4600,2.3,1,5,5,0,1.356460024,12.661631856,17.399377569556236
context_memory_B25,21,warehouse_small_kiva,stationary,4596,2.298,1,10,25,0,1.080658212,10.619212536000001,14.775498855859041
exact_even_B25,21,warehouse_small_kiva,stationary,4637,2.3185,1,25,25,0,8.459075584000002,8.805774088,21.23551031574607
bootstrap_only,22,warehouse_small_kiva,abrupt,4505,2.2525,1,0,0,0,0.009210713,6.486987567000003,8.394506733864546
context_dualcap_G4S5,22,warehouse_small_kiva,abrupt,4564,2.282,1,5,5,0,0.07661985299999999,6.255275543999996,8.591013502329588
context_memory_B25,22,warehouse_small_kiva,abrupt,4624,2.312,1,9,25,0,0.44638401400000005,7.001243717000001,11.108270362019539
exact_even_B25,22,warehouse_small_kiva,abrupt,4635,2.3175,1,25,25,0,0.459892439,6.190992470000001,9.105787370353937
bootstrap_only,22,warehouse_small_kiva,recurrent,4606,2.303,1,0,0,0,0.547366345,8.793728720999999,11.520996648818254
context_dualcap_G4S5,22,warehouse_small_kiva,recurrent,4619,2.3095,1,5,5,0,0.560570936,6.611876876,9.502863075584173
context_memory_B25,22,warehouse_small_kiva,recurrent,4621,2.3105,1,9,25,0,0.9078364429999999,6.582397287000001,10.388681050390005
exact_even_B25,22,warehouse_small_kiva,recurrent,4613,2.3065,1,25,25,0,2.229025815,8.620887690999997,15.902216345071793
bootstrap_only,22,warehouse_small_kiva,stationary,3090,1.545,1,0,0,0,0.03442134,6.142429495000002,8.596853360533714
context_dualcap_G4S5,22,warehouse_small_kiva,stationary,4253,2.1265,1,4,5,0,0.065959626,7.7280297849999995,10.23055524006486
context_memory_B25,22,warehouse_small_kiva,stationary,4253,2.1265,1,4,25,0,0.13163757,6.472887643,8.922431573271751
exact_even_B25,22,warehouse_small_kiva,stationary,4553,2.2765,1,25,25,0,2.6074388880000003,7.328914047,12.815855517983437
bootstrap_only,23,warehouse_small_kiva,abrupt,4621,2.3105,1,0,0,0,0.083991424,6.106083127999996,8.179064337164164
context_dualcap_G4S5,23,warehouse_small_kiva,abrupt,4560,2.28,1,4,5,0,0.071701125,6.293047299000002,8.752449806779623
context_memory_B25,23,warehouse_small_kiva,abrupt,4641,2.3205,1,9,25,0,0.7037726089999999,6.9412607629999945,11.128592446446419
exact_even_B25,23,warehouse_small_kiva,abrupt,4663,2.3315,1,25,25,0,0.6837932720000002,6.287533799999999,9.701270576566458
bootstrap_only,23,warehouse_small_kiva,recurrent,4627,2.3135,1,0,0,0,0.02222681,6.464212566999997,8.570309799164534
context_dualcap_G4S5,23,warehouse_small_kiva,recurrent,4642,2.321,1,5,5,0,0.581696981,6.807541089000001,9.88665009662509
context_memory_B25,23,warehouse_small_kiva,recurrent,4618,2.309,1,7,25,0,2.7145326770000002,12.746152114999997,20.101120449602604
exact_even_B25,23,warehouse_small_kiva,recurrent,4655,2.3275,1,25,25,0,2.128138329,6.721903657000001,11.873838774859905
bootstrap_only,23,warehouse_small_kiva,stationary,3484,1.742,1,0,0,0,0.414312768,12.087542544999996,15.465064991265535
context_dualcap_G4S5,23,warehouse_small_kiva,stationary,4628,2.314,1,5,5,0,0.5936161379999999,7.470374099999998,11.413074783980846
context_memory_B25,23,warehouse_small_kiva,stationary,4474,2.237,1,6,25,0,1.8350565729999997,10.434297529,15.592529833316803
exact_even_B25,23,warehouse_small_kiva,stationary,4566,2.283,1,25,25,0,8.508368076000002,9.333509041,21.918118979781866
bootstrap_only,24,warehouse_small_kiva,abrupt,4636,2.318,1,0,0,0,0.02918534,6.592952686000002,8.88662076741457
context_dualcap_G4S5,24,warehouse_small_kiva,abrupt,4545,2.2725,1,5,5,0,0.155793547,6.9301284459999986,10.09937421604991
context_memory_B25,24,warehouse_small_kiva,abrupt,4650,2.325,1,6,25,0,0.375337597,6.531545371999999,9.350498884916306
exact_even_B25,24,warehouse_small_kiva,abrupt,4630,2.315,1,25,25,0,5.822222882,8.434946703,18.355490133166313
bootstrap_only,24,warehouse_small_kiva,recurrent,4598,2.299,1,0,0,0,0.001825711,6.279790150000001,8.376094501465559
context_dualcap_G4S5,24,warehouse_small_kiva,recurrent,4559,2.2795,1,5,5,0,1.1858567640000002,6.287531215,11.231826793402433
context_memory_B25,24,warehouse_small_kiva,recurrent,4656,2.328,1,8,25,0,0.09350784300000001,6.770484997999999,9.165285933762789
exact_even_B25,24,warehouse_small_kiva,recurrent,4636,2.318,1,25,25,0,3.672515316,6.826967928,13.616426456719637
bootstrap_only,24,warehouse_small_kiva,stationary,4612,2.306,1,0,0,0,0.493258057,7.472945006,10.148746874183416
context_dualcap_G4S5,24,warehouse_small_kiva,stationary,4543,2.2715,1,5,5,0,1.2157750170000001,9.472817543000007,13.471576154232025
context_memory_B25,24,warehouse_small_kiva,stationary,4543,2.2715,1,5,25,0,0.072730388,11.799656110999997,17.633435517549515
exact_even_B25,24,warehouse_small_kiva,stationary,4573,2.2865,1,25,25,0,5.345716217000001,8.158565959,16.823747251182795
bootstrap_only,25,warehouse_small_kiva,abrupt,4619,2.3095,1,0,0,0,0.033982981,8.877032396000002,11.37453955039382
context_dualcap_G4S5,25,warehouse_small_kiva,abrupt,4450,2.225,1,5,5,0,0.813691479,8.782983044,12.341998845338821
context_memory_B25,25,warehouse_small_kiva,abrupt,4633,2.3165,1,6,25,0,0.973570766,10.756624327,16.966878823935986
exact_even_B25,25,warehouse_small_kiva,abrupt,4611,2.3055,1,25,25,0,2.27888467,7.381577142999998,12.74572041630745
bootstrap_only,25,warehouse_small_kiva,recurrent,4525,2.2625,1,0,0,0,0.023815019,6.3752631640000015,8.292733933776617
context_dualcap_G4S5,25,warehouse_small_kiva,recurrent,4580,2.29,1,5,5,0,0.101055386,6.240614341000001,8.555940207093954
context_memory_B25,25,warehouse_small_kiva,recurrent,4636,2.318,1,7,25,0,0.260553602,6.518444358000003,8.975615426898003
exact_even_B25,25,warehouse_small_kiva,recurrent,4602,2.301,1,25,25,0,0.426546201,6.522139960000001,10.7730692923069
bootstrap_only,25,warehouse_small_kiva,stationary,4534,2.267,1,0,0,0,0.033207007,6.147610550999994,8.067878469824791
context_dualcap_G4S5,25,warehouse_small_kiva,stationary,4624,2.312,1,5,5,0,0.06925103499999999,6.608637999000002,9.607004657387733
context_memory_B25,25,warehouse_small_kiva,stationary,4587,2.2935,1,7,25,0,0.07960937700000001,5.954671393000001,8.36118994280696
exact_even_B25,25,warehouse_small_kiva,stationary,4589,2.2945,1,25,25,0,0.4568745040000001,6.275731148000002,9.196626286953688
bootstrap_only,26,warehouse_small_kiva,abrupt,4586,2.293,1,0,0,0,0.012798203,6.960019189999997,9.167008560150862
context_dualcap_G4S5,26,warehouse_small_kiva,abrupt,4631,2.3155,1,4,5,0,0.15186003,6.508473496000001,9.221264369785786
context_memory_B25,26,warehouse_small_kiva,abrupt,4623,2.3115,1,8,25,0,0.28195956599999994,7.408617648999996,10.24264657869935
exact_even_B25,26,warehouse_small_kiva,abrupt,4599,2.2995,1,25,25,0,5.527061078,8.535616544,18.42175940051675
bootstrap_only,26,warehouse_small_kiva,recurrent,4571,2.2855,1,0,0,0,0.010432457,6.973347830000003,9.217817150056362
context_dualcap_G4S5,26,warehouse_small_kiva,recurrent,4612,2.306,1,5,5,0,0.949871602,8.201305105000003,11.765463426709175
context_memory_B25,26,warehouse_small_kiva,recurrent,4601,2.3005,1,10,25,0,1.088760299,6.509828154,10.146314904093742
exact_even_B25,26,warehouse_small_kiva,recurrent,4611,2.3055,1,25,25,0,9.852129488000001,8.728745556000002,24.66250780597329
bootstrap_only,26,warehouse_small_kiva,stationary,3919,1.9595,1,0,0,0,0.0473373,8.704387020000002,11.200263563543558
context_dualcap_G4S5,26,warehouse_small_kiva,stationary,4602,2.301,1,4,5,0,0.056178413,8.931730839000002,12.089569553732872
context_memory_B25,26,warehouse_small_kiva,stationary,4602,2.301,1,4,25,0,0.681066886,8.180171512,12.223641384392977
