method,seed,map_id,workload,num_task_finished,throughput_per_timestep,mandatory_bootstrap_calls,post_bootstrap_publication_count,publication_budget,budget_violation_count,generator_seconds,simulator_seconds,elapsed_seconds
context_learned_lite,17,warehouse_small_kiva,abrupt,4659,2.3295,1,9,25,0,0.046294130999999995,84.58244183599999,176.69225680548698
exact_even_B25,17,warehouse_small_kiva,abrupt,4661,2.3305,1,25,25,0,0.447165344,81.67376290100003,181.90259157307446
context_learned_lite,17,warehouse_small_kiva,stationary,4603,2.3015,1,6,25,0,0.012557625000000001,85.70578054599997,167.07001280784607
exact_even_B25,17,warehouse_small_kiva,stationary,4567,2.2835,1,25,25,0,0.34618591100000007,88.08174942299998,172.89114836324006
context_learned_lite,18,warehouse_small_kiva,abrupt,4597,2.2985,1,6,25,0,0.19075562100000001,84.565031994,174.8821851266548
exact_even_B25,18,warehouse_small_kiva,abrupt,4604,2.302,1,25,25,0,0.49134398,88.09513460400002,175.87742478586733
context_learned_lite,18,warehouse_small_kiva,stationary,4568,2.284,1,7,25,0,0.010355503,87.114789595,170.61005530133843
exact_even_B25,18,warehouse_small_kiva,stationary,4403,2.2015,1,25,25,0,0.25589476899999997,85.56503450700001,172.59926407132298
context_learned_lite,19,warehouse_small_kiva,abrupt,4626,2.313,1,4,25,0,0.098542592,84.39025094599995,178.11325178854167
exact_even_B25,19,warehouse_small_kiva,abrupt,4627,2.3135,1,25,25,0,0.5375584490000002,82.847646296,180.5664553269744
context_learned_lite,19,warehouse_small_kiva,stationary,4602,2.301,1,1,25,0,0.010032213,86.97507225499996,169.18814290501177
exact_even_B25,19,warehouse_small_kiva,stationary,4618,2.309,1,25,25,0,0.4422833360000001,88.69656461700004,172.08634524606168
context_learned_lite,20,warehouse_small_kiva,abrupt,4638,2.319,1,15,25,0,0.05537709400000001,85.197092024,176.2108518704772
exact_even_B25,20,warehouse_small_kiva,abrupt,4613,2.3065,1,25,25,0,0.39462752200000006,87.44858144299998,169.9357291944325
context_learned_lite,20,warehouse_small_kiva,stationary,4590,2.295,1,5,25,0,0.09753200100000001,87.69370612499998,170.40766014624387
exact_even_B25,20,warehouse_small_kiva,stationary,4525,2.2625,1,25,25,0,0.5431876610000003,85.54636249700002,177.00455037970096
